subject,predicate,object,comment_count,sum_W_i,sum_like_count,strength,mean_burst_risk,source_community,target_community
ai,帮,我,1,0.6308317783800358,6.0,3.784990670280215,0.3691682216199642,10,20
评论者,觉得,自己好无能,1,0.6308317783800358,6.0,3.784990670280215,0.3691682216199642,59,59
AI,取代,人类专属价值,1,0.6248541669999701,6.0,3.7491250019998206,0.3751458330000299,3,3
AI,是,提效,1,0.623660535194407,6.0,3.741963211166442,0.376339464805593,3,3
AI,是,裁员,1,0.623660535194407,6.0,3.741963211166442,0.376339464805593,3,39
联想,养,龙虾,1,0.6184067182363256,6.0,3.7104403094179537,0.38159328176367435,20,20
评论者,养,龙虾,3,1.8273432849932476,6.0,3.6604757173301294,0.39088557166891746,59,20
评论者,害怕,（内容）,1,0.7294425397212965,5.0,3.6472126986064826,0.27055746027870353,59,59
数智,赋能,基层服务效率,1,0.6730405413662796,5.0,3.365202706831398,0.32695945863372045,100,100
这,是,大趋势,1,0.6687838027574251,5.0,3.3439190137871257,0.3312161972425749,39,39
评论者,开发,PDF自动翻译项目,1,0.5572552812065409,6.0,3.3435316872392455,0.4427447187934591,59,59
项目,减轻,同事负担,1,0.5572552812065409,6.0,3.3435316872392455,0.4427447187934591,59,59
人类,创造,AI,2,1.3114011742159857,5.0,3.3353365381330766,0.3442994128920072,3,3
群演,没有,饭吃,1,0.6604561904711393,5.0,3.3022809523556966,0.33954380952886065,3,3
ai,讨论,问题,1,0.6561778290445323,5.0,3.280889145222661,0.34382217095546774,10,10
人,听,ai歌,1,0.6561778290445323,5.0,3.280889145222661,0.34382217095546774,18,18
人,生成,材料,1,0.6561778290445323,5.0,3.280889145222661,0.34382217095546774,18,18
人,看,ai画,1,0.6561778290445323,5.0,3.280889145222661,0.34382217095546774,18,18
人,读,ai小说,1,0.6561778290445323,5.0,3.280889145222661,0.34382217095546774,18,18
评论者,受不了,对面上了ai,1,0.6561778290445323,5.0,3.280889145222661,0.34382217095546774,59,59
人,把输出结果当,ground truth,1,0.6561778290445321,5.0,3.2808891452226607,0.34382217095546785,18,18
你,想让他输出,观点,1,0.6561778290445321,5.0,3.2808891452226607,0.34382217095546785,4,3
评论者,怕掉队,社会,1,0.6513640239727435,5.0,3.2568201198637174,0.3486359760272565,59,50
评论者,比较,自己和别人,1,0.6513640239727435,5.0,3.2568201198637174,0.3486359760272565,59,59
该案例,提供,案例参考,1,0.6508471978004495,5.0,3.2542359890022476,0.34915280219955047,101,101
该案例,明确,AI替代岗位≠合法解雇,1,0.6508471978004495,5.0,3.2542359890022476,0.34915280219955047,101,101
小孩,拔掉,眉毛鼻子手臂,1,0.6484437637057058,5.0,3.242218818528529,0.3515562362942942,102,102
雪宝,装疼,（省略）,1,0.6484437637057058,5.0,3.242218818528529,0.3515562362942942,103,103
雪宝眉毛鼻子手臂,是,磁吸,1,0.6484437637057058,5.0,3.242218818528529,0.3515562362942942,104,104
AI,提,效,1,0.6470139209021442,5.0,3.235069604510721,0.35298607909785584,3,3
AI,缩短,工作时间,1,0.6470139209021442,5.0,3.235069604510721,0.35298607909785584,3,3
打工人,拓宽,工作场景,1,0.6470139209021442,5.0,3.235069604510721,0.35298607909785584,105,105
生产工具的效率提升,伴随,工人的工时变短,1,0.6470139209021442,5.0,3.235069604510721,0.35298607909785584,106,106
ai,做,产品,1,0.6426770995129161,5.0,3.2133854975645804,0.3573229004870839,10,10
人,消费,产品,1,0.6426770995129161,5.0,3.2133854975645804,0.3573229004870839,18,10
小说作家,删,AI痕迹,1,0.6420833415744945,5.0,3.2104167078724726,0.35791665842550546,3,3
小说作家,用,AI,1,0.6420833415744945,5.0,3.2104167078724726,0.35791665842550546,3,3
AI,拍,戏,2,1.6363539717274238,5.0,3.181769858637119,0.1818230141362881,3,3
AI,刷,流量,1,0.6363539717274238,5.0,3.181769858637119,0.3636460282725762,3,3
AI,看,戏,1,0.6363539717274238,5.0,3.181769858637119,0.3636460282725762,3,3
人类观众,对感兴趣,人跟人之间的化学反应,1,0.6363539717274238,5.0,3.181769858637119,0.3636460282725762,107,107
评论者,起,项目,1,0.6363539717274238,5.0,3.181769858637119,0.3636460282725762,59,59
评论者,骗,天使投资,1,0.6363539717274238,5.0,3.181769858637119,0.3636460282725762,59,59
评论者,认为应该裁,滥竽充数的人,1,0.6355765003324773,5.0,3.177882501662386,0.36442349966752274,59,59
卖token的,赚钱,利润,1,0.6320483727174436,5.0,3.1602418635872183,0.36795162728255637,108,108
卖云服务器的,赚钱,利润,1,0.6320483727174436,5.0,3.1602418635872183,0.36795162728255637,108,108
卖课的,赚钱,利润,1,0.6320483727174436,5.0,3.1602418635872183,0.36795162728255637,108,108
AI,代替,体力劳动,1,0.6316500196935109,5.0,3.1582500984675543,0.36834998030648913,3,3
ai,节省,成本,1,0.6308875915371621,5.0,3.1544379576858104,0.3691124084628379,10,10
你,判,案件,1,0.6274716347567447,5.0,3.1373581737837237,0.3725283652432553,4,20
我,辩,案件,1,0.6274716347567447,5.0,3.1373581737837237,0.3725283652432553,20,20
评论者,拥抱,变化,2,1.26370648423035,5.0,3.1242708349998507,0.36814675788482504,59,59
人机结合,是,趋势,1,0.6248541669999701,5.0,3.1242708349998507,0.3751458330000299,47,47
评论者,做好,当下的事,1,0.6248541669999701,5.0,3.1242708349998507,0.3751458330000299,59,59
评论者,焦虑,被替代,1,0.6248541669999701,5.0,3.1242708349998507,0.3751458330000299,59,59
AIPC,养,龙虾,1,0.6184067182363256,5.0,3.0920335911816283,0.38159328176367435,20,20
评论者,掌握,科技圈潮流,1,0.6184067182363256,5.0,3.0920335911816283,0.38159328176367435,59,59
评论者,解锁,OpenClaw养虾指南,2,1.2368134364726513,5.0,3.092033591181628,0.38159328176367435,59,59
评论者,支持,观点,2,1.2334985181778322,5.0,3.0837462954445805,0.3832507409110839,59,3
AI发展,冲击,演员行业,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839,109,109
AI发展,取代,演员行业,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839,109,109
弭金,进组,剧组,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839,110,110
男神,说的,在理,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839,23,23
评论者,喜欢看,动漫,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839,59,59
评论者,想问,杨蓉下部戏题材,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839,59,59
评论者,爱看,真人,1,0.6167492590889161,5.0,3.0837462954445805,0.3832507409110839,59,3
体验,是,真丝滑,1,0.6137893270802766,5.0,3.0689466354013826,0.38621067291972344,111,111
底层系统,打通,体验,1,0.6137893270802766,5.0,3.0689466354013826,0.38621067291972344,111,111
深度绑定,是,好事,1,0.6115342225358857,5.0,3.0576711126794285,0.38846577746411426,112,112
大家,养,龙虾,1,0.6100792862216883,5.0,3.0503964311084415,0.3899207137783117,20,20
中腰部演员及关联岗位,面临,失业,5,2.8363426234814866,5.0,2.8363426234814866,0.4327314753037027,113,113
时薪,降至,60元,5,2.8363426234814866,5.0,2.8363426234814866,0.4327314753037027,114,114
这,是,砍人,1,0.6982925185497758,4.0,2.7931700741991032,0.3017074814502242,39,39
这,是,裁员,1,0.6982925185497758,4.0,2.7931700741991032,0.3017074814502242,39,39
家庭,面临,困境,1,0.6729841682437588,4.0,2.6919366729750354,0.32701583175624116,115,115
AI,干,很多工作,1,0.6656704603669812,4.0,2.6626818414679247,0.3343295396330188,3,3
我们,带动,孩子,1,0.6632543226201227,4.0,2.653017290480491,0.33674567737987726,95,95
我们,爱,劳动,1,0.6632543226201227,4.0,2.653017290480491,0.33674567737987726,95,95
蓝领,被替代,AI,1,0.6632543226201227,4.0,2.653017290480491,0.33674567737987726,18,3
评论者,迷茫,未来,1,0.6632543226201227,4.0,2.653017290480491,0.33674567737987726,59,18
大陆,断供,稀土,1,0.6622777271806533,4.0,2.649110908722613,0.33772227281934675,116,116
人,看,AI剧,1,0.6604561904711393,4.0,2.6418247618845574,0.33954380952886065,18,18
大家,失业,收入,1,0.6604561904711393,4.0,2.6418247618845574,0.33954380952886065,20,20
拍摄方,拍,AI剧,1,0.6604561904711393,4.0,2.6418247618845574,0.33954380952886065,18,18
真人,没有,工作,1,0.6604561904711393,4.0,2.6418247618845574,0.33954380952886065,3,18
个人、企业、社会支持体系,应对,（困境）,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047,117,117
劳动者,面对,现实困境,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047,118,118
技术性失业问题,存在,（空）,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047,119,119
法治,保驾护航,变革,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047,32,32
法治,确保,技术进步与人类福祉同向而行,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047,32,32
法治的使命,阻碍,技术进步,1,0.6508471978004495,4.0,2.603388791201798,0.34915280219955047,120,120
评论者,崇拜,AI,1,0.645004401706545,4.0,2.58001760682618,0.35499559829345495,59,3
蓝大,看,英伟达产业链,1,0.6444793322295148,4.0,2.5779173289180592,0.3555206677704852,121,121
我,愿意待在,舒适圈,1,0.6440343277598175,4.0,2.57613731103927,0.3559656722401825,20,20
我,用,新东西,1,0.6440343277598175,4.0,2.57613731103927,0.3559656722401825,20,20
AI,替代,人,5,3.1953762152677134,4.0,2.5743676402134748,0.36092475694645726,3,18
我,不用当,牛马,1,0.6429693685176674,4.0,2.5718774740706696,0.3570306314823326,20,20
我,衣食无忧,生活,1,0.6429693685176674,4.0,2.5718774740706696,0.3570306314823326,20,20
我,躺平,生活,1,0.6429693685176674,4.0,2.5718774740706696,0.3570306314823326,20,20
AI,替代,这些,1,0.6426770995129161,4.0,2.5707083980516643,0.3573229004870839,3,3
一个人,跑,整个项目,1,0.6426770995129161,4.0,2.5707083980516643,0.3573229004870839,122,122
计算机,发展,快,1,0.6426770995129161,4.0,2.5707083980516643,0.3573229004870839,64,64
AI,替代,白领,1,0.6412591129562941,4.0,2.5650364518251765,0.3587408870437059,3,3
自动化,替代,蓝领,1,0.6412591129562941,4.0,2.5650364518251765,0.3587408870437059,18,18
很多大厂,裁员,员工,1,0.6392329533543729,4.0,2.5569318134174917,0.3607670466456271,4,4
算力成本,不菲,费用,1,0.6375683455505394,4.0,2.5502733822021577,0.36243165444946057,123,123
钱包,大出血,费用,1,0.6375683455505394,4.0,2.5502733822021577,0.36243165444946057,123,123
人的不确定性,是,表演最终的力量,1,0.6363539717274238,4.0,2.5454158869096952,0.3636460282725762,124,124
技术岗,裁员,这么多,1,0.6355765003324773,4.0,2.542306001329909,0.36442349966752274,19,19
评论者,研发创新,产品,1,0.6355765003324773,4.0,2.542306001329909,0.36442349966752274,59,10
360,搞,龙虾,1,0.6326400905984557,4.0,2.530560362393823,0.3673599094015443,27,20
360,是,霸主,1,0.6326400905984557,4.0,2.530560362393823,0.3673599094015443,27,27
最先下达指令的,会赢,比赛,1,0.6326400905984557,4.0,2.530560362393823,0.3673599094015443,125,125
用户,卸载,360,1,0.6326400905984557,4.0,2.530560362393823,0.3673599094015443,27,27
州,带来,思考,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535,126,126
州,让发现,新世界,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535,126,126
我们,让给,算法,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535,95,95
文章,写,太好,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535,127,127
文章,提到,柏拉图把灵魂分为理性、激情与欲望,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535,127,127
柏拉图,认为,三者本应和谐共处,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535,128,128
理性,压制,欲望,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535,129,129
理性,指引,欲望,1,0.6322103239794447,4.0,2.5288412959177786,0.36778967602055535,129,129
ai,适合当,情绪垃圾桶,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908,10,10
不谈政治谈经济,等于,零,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908,130,130
你,坐,轮椅,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908,4,4
你,被打断,腿,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908,4,4
小日本,启动,电动轮椅,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908,131,131
评论者,看不起,经济学家,1,0.6312370646669092,4.0,2.524948258667637,0.3687629353330908,59,59
找工作,变得,更难,1,0.6308875915371621,4.0,2.5235503661486485,0.3691124084628379,46,46
AI,是,对手,1,0.6299750539775791,4.0,2.5199002159103165,0.37002494602242086,3,3
AI发展,让有,更多美好,1,0.6299750539775791,4.0,2.5199002159103165,0.37002494602242086,109,109
AI,上庭,法庭,1,0.6274716347567447,4.0,2.509886539026979,0.3725283652432553,3,3
AI,代替,法律助理,1,0.6274716347567447,4.0,2.509886539026979,0.3725283652432553,3,3
AI,代替,牛马背锅,1,0.6248541669999701,4.0,2.4994166679998804,0.3751458330000299,3,3
你,辛苦了,工作,1,0.6247606183714088,4.0,2.4990424734856354,0.37523938162859116,4,18
它,是,一眼假,1,0.6247606183714088,4.0,2.4990424734856354,0.37523938162859116,136,136
普通人,做,生产者,1,0.623660535194407,4.0,2.494642140777628,0.376339464805593,18,18
东东锵会客厅,讲,OpenClaw发展阶段和部署方式,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435,132,132
养龙虾,等于,拥有私人AI助理,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435,59,59
联想,会玩,操作,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435,20,20
胡延平老师,讲,OpenClaw发展阶段和部署方式,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435,132,132
评论者,当,AI极客,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435,59,59
评论者,必须跟上,潮流,1,0.6184067182363256,4.0,2.4736268729453026,0.38159328176367435,59,59
我,喜欢看,实景,1,0.6167492590889161,4.0,2.4669970363556644,0.3832507409110839,20,20
自拍,像,ai合成的,1,0.6167492590889161,4.0,2.4669970363556644,0.3832507409110839,133,133
吉利,领先,全域AI布局,1,0.6137893270802766,4.0,2.4551573083211062,0.38621067291972344,10,10
合作,带来,新的惊喜,1,0.6115342225358857,4.0,2.446136890143543,0.38846577746411426,134,134
专业的人,养,龙虾,1,0.6100792862216883,4.0,2.440317144886753,0.3899207137783117,11,20
元宇宙,热闹,当年,1,0.6100792862216883,4.0,2.440317144886753,0.3899207137783117,59,59
横店群演试镜机会,锐减,70%,4,2.269074098785189,4.0,2.269074098785189,0.4327314753037027,135,135
软文,厉害,效果,1,0.5653587748895826,4.0,2.2614350995583306,0.43464122511041736,136,136
华人,招聘,华人,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165,137,137
大模型,依赖,华人团队,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165,138,138
美国,允许,这种情况,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165,3,3
这种情况,是,风险,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165,3,59
马斯克,开启,大清洗,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165,34,34
马斯克,想招,白人团队,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165,34,34
马斯克的AI团队,有,太多华人,1,0.13662379741338343,16.0,2.185980758614135,0.8633762025866165,139,139
AI,赶出,父母,1,0.6827646044547099,3.0,2.0482938133641295,0.3172353955452901,3,3
自己,干掉,自己,1,0.6827646044547099,3.0,2.0482938133641295,0.3172353955452901,18,18
这些,是,AI的养父母,1,0.6827646044547099,3.0,2.0482938133641295,0.3172353955452901,3,3
AI,提高,工作效率,2,1.3627947513342056,3.0,2.0441921270013084,0.31860262433289716,3,3
评论者,拿出,这张图,1,0.6792781592194718,3.0,2.037834477658415,0.32072184078052823,59,59
AI崇拜,毁,天,2,1.3525597086335233,3.0,2.0265080160343127,0.32372014568323837,22,22
AI崇拜,灭,地,2,1.3525597086335233,3.0,2.0265080160343127,0.32372014568323837,22,4
政务AI,守牢,民生服务底线,1,0.6730405413662796,3.0,2.0191216240988386,0.32695945863372045,140,140
评论者,探索,人机协作,1,0.6730405413662796,3.0,2.0191216240988386,0.32695945863372045,59,59
ai,取代,白领,1,0.6729841682437588,3.0,2.0189525047312764,0.32701583175624116,10,3
客服销售,变成,AI,1,0.6729841682437588,3.0,2.0189525047312764,0.32701583175624116,3,3
机器人,取代,蓝领,1,0.6729841682437588,3.0,2.0189525047312764,0.32701583175624116,18,18
AI,看到,屎山代码,1,0.671724856144617,3.0,2.015174568433851,0.32827514385538303,3,3
圈内人,考虑,普通人需要什么,1,0.6675758349410102,3.0,2.0027275048230306,0.33242416505898975,141,141
就业,变得,难,1,0.6670673076266154,3.0,2.0012019228798463,0.33293269237338463,46,46
工作压力,变大,越来越,1,0.6670673076266154,3.0,2.0012019228798463,0.33293269237338463,142,142
百度,赶,晚集,1,1.0,2.0,2.0,0.0,143,143
百度,起,大早,1,1.0,2.0,2.0,0.0,143,143
这,会演,戏,1,1.0,2.0,2.0,0.0,39,3
这,帅,外表,1,1.0,2.0,2.0,0.0,39,39
这,比强,某些演员,1,1.0,2.0,2.0,0.0,39,39
经济学,发挥,作用,1,0.6631871056549183,3.0,1.989561316964755,0.33681289434508166,144,144
对方,做,海外app,1,0.6617168455104901,3.0,1.9851505365314703,0.33828315448950985,29,29
前五番,是,真人,1,0.6604561904711393,3.0,1.9813685714134182,0.33954380952886065,3,3
一小部分人,榨出,一大部分人的利益,1,0.65962841150492,3.0,1.97888523451476,0.34037158849508,145,145
普通人,没,工作,1,0.65962841150492,3.0,1.97888523451476,0.34037158849508,18,18
科技巨头,盆满钵满,收益,1,0.65962841150492,3.0,1.97888523451476,0.34037158849508,146,146
股价,创,新高,1,0.65962841150492,3.0,1.97888523451476,0.34037158849508,39,39
deepseek,领先,一次,1,0.6587889385751229,3.0,1.9763668157253687,0.3412110614248771,147,147
首页的cv,在发,声明,1,0.6569178885773962,3.0,1.9707536657321887,0.3430821114226038,148,148
你,喜欢聊天,豆包,1,0.6507210957740291,3.0,1.9521632873220875,0.34927890422597085,4,4
朗哥,关照,美以在中东地区的科技资产,1,0.649911270406216,3.0,1.949733811218648,0.350088729593784,149,149
AI,代替,人类一部分工作,1,0.6439622288809301,3.0,1.9318866866427904,0.35603777111906987,3,3
评论者,做,垃圾,1,0.643265579429533,3.0,1.929796738288599,0.356734420570467,59,59
AI,可以实现,写剧本拍摄,1,0.6426770995129161,3.0,1.9280312985387482,0.3573229004870839,3,3
时代,回到,靠手艺吃饭的时代,1,0.6426770995129161,3.0,1.9280312985387482,0.3573229004870839,70,70
龙虾,让吃上,热搜,1,0.6421690567763579,3.0,1.926507170329074,0.35783094322364206,20,20
搜中文,搜出,reddit的内容,1,0.6420833415744945,3.0,1.9262500247234837,0.35791665842550546,150,150
搜索引擎,跨,语言,1,0.6420833415744945,3.0,1.9262500247234837,0.35791665842550546,3,3
这么多人,失业,工作,2,1.3338535757024252,3.0,1.9067295009974319,0.3330732121487874,18,18
AI的发展,是,好事儿或坏事儿,1,0.6355765003324773,3.0,1.9067295009974319,0.36442349966752274,151,151
好多人,失业,工作,1,0.6355765003324773,3.0,1.9067295009974319,0.36442349966752274,18,18
评论者,换,地方,1,0.6355765003324773,3.0,1.9067295009974319,0.36442349966752274,59,59
华为AI,助力,中小企业转型,3,1.902857273657339,3.0,1.902857273657339,0.3657142421142203,152,152
该工具,依赖,底层模型,1,0.6326400905984558,3.0,1.8979202717953676,0.36735990940154417,21,21
该工具,依赖于,哪家的虾,1,0.6326400905984558,3.0,1.8979202717953676,0.36735990940154417,21,21
媒介,即,信息,1,0.6322103239794447,3.0,1.8966309719383339,0.36778967602055535,153,153
它们,传递,内容,1,0.6322103239794447,3.0,1.8966309719383339,0.36778967602055535,4,4
它们,传递,隐形教育,1,0.6322103239794447,3.0,1.8966309719383339,0.36778967602055535,4,4
滑动,是,媒介,1,0.6322103239794447,3.0,1.8966309719383339,0.36778967602055535,153,153
翻页,是,媒介,1,0.6322103239794447,3.0,1.8966309719383339,0.36778967602055535,153,153
人类,拥有,工作,1,0.6316500196935109,3.0,1.8949500590805326,0.36834998030648913,3,18
人类,拥有,收入,1,0.6316500196935109,3.0,1.8949500590805326,0.36834998030648913,3,20
人类,拥有,消费,1,0.6316500196935109,3.0,1.8949500590805326,0.36834998030648913,3,3
人类,结婚生孩子,行为,1,0.6316500196935109,3.0,1.8949500590805326,0.36834998030648913,3,9
AI,有,迎合提问者的趋势,1,0.6312370646669092,3.0,1.8937111940007276,0.3687629353330908,3,3
评论者,指望,AI代替思考,1,0.6312370646669092,3.0,1.8937111940007276,0.3687629353330908,59,59
ai,得到,产物,1,0.6308317783800358,3.0,1.8924953351401075,0.3691682216199642,10,10
产物,呆板,特别,1,0.6308317783800358,3.0,1.8924953351401075,0.3691682216199642,10,10
用多了,产生,依赖性,1,0.6308317783800358,3.0,1.8924953351401075,0.3691682216199642,154,154
评论者,喜欢,隐退职场论,1,0.6308317783800358,3.0,1.8924953351401075,0.3691682216199642,59,59
评论者,更新,要求,1,0.6308317783800358,3.0,1.8924953351401075,0.3691682216199642,59,59
评论者,更新,话术,1,0.6308317783800358,3.0,1.8924953351401075,0.3691682216199642,59,59
评论者,调,ai,1,0.6308317783800358,3.0,1.8924953351401075,0.3691682216199642,59,10
这,锻炼,沟通能力,1,0.6308317783800358,3.0,1.8924953351401075,0.3691682216199642,39,39
AI,成为,工具,1,0.6248541669999701,3.0,1.8745625009999103,0.3751458330000299,3,10
AI发展,带来,新机遇,1,0.6248541669999701,3.0,1.8745625009999103,0.3751458330000299,109,109
人,用,AI,1,0.6248541669999701,3.0,1.8745625009999103,0.3751458330000299,18,3
声音,是,你的,1,0.6247606183714088,3.0,1.8742818551142264,0.37523938162859116,155,155
它,逼真,效果,1,0.6247606183714088,3.0,1.8742818551142264,0.37523938162859116,136,136
李总,做到,冷静,1,0.6247606183714088,3.0,1.8742818551142264,0.37523938162859116,156,156
这,狠,程度高,1,0.6247606183714088,3.0,1.8742818551142264,0.37523938162859116,39,39
提高效率,导致,更卷,1,0.6236605351944069,3.0,1.8709816055832207,0.3763394648055931,157,157
OpenClaw,有,东西,1,0.6184067182363256,3.0,1.8552201547089768,0.38159328176367435,22,22
OpenClaw,适配,联想AI平板,1,0.6184067182363256,3.0,1.8552201547089768,0.38159328176367435,22,22
普通人,拥有,个人专属智能体,1,0.6184067182363256,3.0,1.8552201547089768,0.38159328176367435,18,59
该工具,有,6大发展阶段,1,0.6184067182363256,3.0,1.8552201547089768,0.38159328176367435,21,21
技术硬实力,是,品牌最大底气,1,0.6137893270802766,3.0,1.8413679812408297,0.38621067291972344,158,158
双方,进行,深度合作,1,0.6115342225358857,3.0,1.8346026676076572,0.38846577746411426,159,159
养龙虾,是,危险的行为,1,0.6100792862216883,3.0,1.8302378586650647,0.3899207137783117,59,59
坏人,利用,龙虾,1,0.6100792862216883,3.0,1.8302378586650647,0.3899207137783117,20,20
坏人,开放,电脑,1,0.6100792862216883,3.0,1.8302378586650647,0.3899207137783117,20,20
坏人,监听监控,你的所有,1,0.6100792862216883,3.0,1.8302378586650647,0.3899207137783117,20,20
第一批养龙虾的人,怎么样了,现在,1,0.6100792862216883,3.0,1.8302378586650647,0.3899207137783117,32,32
评论者,帮,别人养龙虾,1,0.6100792862216883,3.0,1.8302378586650647,0.3899207137783117,59,59
评论者,求科普,新技术,1,0.6100792862216883,3.0,1.8302378586650647,0.3899207137783117,59,59
评论者,谨慎,这类,1,0.6100792862216883,3.0,1.8302378586650647,0.3899207137783117,59,59
78%观众,反对,主演替换,3,1.7018055740888918,3.0,1.7018055740888918,0.43273147530370276,160,160
AI,复刻,即兴反应、复杂情感交互,3,1.7018055740888918,3.0,1.7018055740888918,0.43273147530370276,3,3
AI,换脸,何昶希,3,1.7018055740888918,3.0,1.7018055740888918,0.43273147530370276,3,3
AI,替代,程式化角色,3,1.7018055740888918,3.0,1.7018055740888918,0.43273147530370276,3,3
真人与AI同框,触发,恐怖谷效应,3,1.7018055740888918,3.0,1.7018055740888918,0.43273147530370276,161,161
经典群像戏,依赖,真人互动,3,1.7018055740888918,3.0,1.7018055740888918,0.43273147530370276,162,162
该工具,硬吹,功能,1,0.7136512210362467,2.0,1.4273024420724933,0.2863487789637533,21,21
该工具,类似,龙虾ai工具,1,0.7136512210362467,2.0,1.4273024420724933,0.2863487789637533,21,21
广告,打得,不错,1,0.6976760315964673,2.0,1.3953520631929346,0.3023239684035327,163,163
语言组织表达,不如,读研前,1,0.6967203761569032,2.0,1.3934407523138064,0.3032796238430968,164,164
老板们,裁员,员工,2,1.387313431126589,2.0,1.387313431126589,0.3063432844367055,4,4
评论者,感谢,先生,1,0.6893248038441724,2.0,1.3786496076883448,0.3106751961558276,59,59
有志之士,来,中国,1,0.6853749376136961,2.0,1.3707498752273921,0.31462506238630394,165,165
AI,处理,微表情,1,0.6826622071399203,2.0,1.3653244142798406,0.3173377928600797,3,3
评论者,掌握,AI,1,0.6813973756671028,2.0,1.3627947513342056,0.3186026243328972,59,3
超高智商的天才,不会,（省略宾语）,1,0.679640098343969,2.0,1.359280196687938,0.320359901656031,166,166
技术,解放,生产力,1,0.678797936683864,2.0,1.357595873367728,0.321202063316136,75,75
普通人,找,工作,1,0.6786114012327338,2.0,1.3572228024654676,0.3213885987672662,18,18
有钱人,拥有,劳动力,1,0.6786114012327338,2.0,1.3572228024654676,0.3213885987672662,72,72
有钱人,有钱,钱,1,0.6786114012327338,2.0,1.3572228024654676,0.3213885987672662,72,72
这家公司的数据,会在...上共享,claw,1,0.6767424102326032,2.0,1.3534848204652064,0.3232575897673968,167,167
AI小短剧,流行,现在,1,0.6760722383371227,2.0,1.3521444766742454,0.3239277616628773,32,32
ai,取代,人类,1,0.6760722383371227,2.0,1.3521444766742454,0.3239277616628773,10,3
ai,要花,钱,1,0.6760722383371227,2.0,1.3521444766742454,0.3239277616628773,10,72
你,得雇,更了解的人,1,0.6760722383371227,2.0,1.3521444766742454,0.3239277616628773,4,4
现有人员,没专精,ai,1,0.6760722383371227,2.0,1.3521444766742454,0.3239277616628773,10,10
这,能降,成本,1,0.6760722383371227,2.0,1.3521444766742454,0.3239277616628773,39,10
高级模型,花,大钱,1,0.6760722383371227,2.0,1.3521444766742454,0.3239277616628773,168,168
AI,淘汰,一部分人,1,0.6739782207875695,2.0,1.347956441575139,0.3260217792124305,3,3
智能体,让,政务服务更精准高效,1,0.6730405413662796,2.0,1.346081082732559,0.32695945863372045,169,169
程序员,开发,AI,1,0.6729841682437588,2.0,1.3459683364875177,0.32701583175624116,3,3
AI代码,需要防治,给猴子一挺机枪,1,0.671724856144617,2.0,1.343449712289234,0.32827514385538303,170,170
应用到实际工作的技术,是,好技术,1,0.6688591996749018,2.0,1.3377183993498036,0.3311408003250982,171,171
评论者,感觉有收获,播客内容,1,0.6688591996749018,2.0,1.3377183993498036,0.3311408003250982,59,59
评论者,推荐,播客,1,0.6688591996749018,2.0,1.3377183993498036,0.3311408003250982,59,59
评论者,认可,内容,1,0.6675758349410102,2.0,1.3351516698820205,0.33242416505898975,59,4
AI,替代,很多工作人员,1,0.6670673076266154,2.0,1.3341346152532307,0.33293269237338463,3,3
找工作,更难,了,1,0.6670673076266154,2.0,1.3341346152532307,0.33293269237338463,46,46
AI,是,反人类,1,0.6670634749281514,2.0,1.3341269498563029,0.33293652507184857,3,3
meta,百度化,meta,1,0.6670634749281513,2.0,1.3341269498563026,0.3329365250718487,172,172
评论者,学,电工水工,1,0.6656704603669812,2.0,1.3313409207339624,0.3343295396330188,59,59
